time_period,geographic_level,region_code,region_name,new_la_code,la_name,entitlement_type,age,number_children,number_eligible_children,percentage_eligible_children,number_children_dis,number_children_sen,percentage_children_sen
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,15-hour entitlement,3 and 4-year-olds,3726,3858,96.6,708.0,174,4.7
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,15-hour entitlement,3 and 4-year-olds,3655,3776,96.8,688.0,204,5.6
2020-01-01,Local authority,E12000009,South West,E06000024,North Somerset,15-hour entitlement,3 and 4-year-olds,4629,4844,95.6,532.0,202,4.4
2020-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,15-hour entitlement,3 and 4-year-olds,4541,4678,97.1,522.0,342,7.5
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,15-hour entitlement,3 and 4-year-olds,11998,12381,96.9,1186.0,505,4.2
2020-01-01,Local authority,E12000004,East Midlands,E10000021,Northamptonshire,15-hour entitlement,3 and 4-year-olds,18332,19521,93.9,1842.0,718,3.9
2020-01-01,Local authority,E12000001,North East,E06000057,Northumberland,15-hour entitlement,3 and 4-year-olds,6640,6178,107.5,772.0,469,7.1
2020-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,15-hour entitlement,3 and 4-year-olds,7547,8448,89.3,1349.0,450,6.0
2020-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,15-hour entitlement,3 and 4-year-olds,18271,18640,98.0,2187.0,791,4.3
2020-01-01,Local authority,E12000002,North West,E08000004,Oldham,15-hour entitlement,3 and 4-year-olds,6638,6758,98.2,1120.0,494,7.4
2020-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,3 and 4-year-olds,15190,16351,92.9,1281.0,1166,7.7
2020-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,15-hour entitlement,3 and 4-year-olds,5801,6429,90.2,791.0,328,5.7
2020-01-01,Local authority,E12000009,South West,E06000026,Plymouth,15-hour entitlement,3 and 4-year-olds,5580,6134,91.0,779.0,515,9.2
2020-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,3 and 4-year-olds,4796,5097,94.1,831.0,232,4.8
2020-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,3 and 4-year-olds,4126,4704,87.7,513.0,250,6.1
2020-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,3 and 4-year-olds,8628,9075,95.1,494.0,504,5.8
2020-01-01,Local authority,E12000001,North East,E06000003,Redcar and Cleveland,15-hour entitlement,3 and 4-year-olds,2935,2936,100.0,625.0,240,8.2
2020-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,3 and 4-year-olds,5229,5170,101.1,267.0,158,3.0
2020-01-01,Local authority,E12000002,North West,E08000005,Rochdale,15-hour entitlement,3 and 4-year-olds,5889,6251,94.2,1023.0,515,8.7
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,15-hour entitlement,3 and 4-year-olds,6069,6506,93.3,1080.0,505,8.3
2020-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,15-hour entitlement,3 and 4-year-olds,731,782,93.4,21.0,41,5.6
2020-01-01,Local authority,E12000002,North West,E08000006,Salford,15-hour entitlement,3 and 4-year-olds,6918,7103,97.4,1263.0,744,10.8
2020-01-01,Local authority,E12000005,West Midlands,E08000028,Sandwell,15-hour entitlement,3 and 4-year-olds,9269,9651,96.0,1414.0,514,5.5
2020-01-01,Local authority,E12000002,North West,E08000014,Sefton,15-hour entitlement,3 and 4-year-olds,5862,5916,99.1,872.0,352,6.0
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,15-hour entitlement,3 and 4-year-olds,12673,13296,95.3,2964.0,1058,8.3
2020-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,15-hour entitlement,3 and 4-year-olds,6248,6317,98.9,598.0,273,4.4
2020-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,3 and 4-year-olds,4611,5273,87.4,453.0,336,7.3
2020-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,15-hour entitlement,3 and 4-year-olds,5588,5182,107.8,869.0,321,5.7
2020-01-01,Local authority,E12000009,South West,E10000027,Somerset,15-hour entitlement,3 and 4-year-olds,11359,11969,94.9,1069.0,450,4.0
2020-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,15-hour entitlement,3 and 4-year-olds,6658,6661,100.0,353.0,256,3.8
2020-01-01,Local authority,E12000001,North East,E08000023,South Tyneside,15-hour entitlement,3 and 4-year-olds,3322,3486,95.3,652.0,326,9.8
2020-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,3 and 4-year-olds,5529,6297,87.8,917.0,410,7.4
2020-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,15-hour entitlement,3 and 4-year-olds,4206,4586,91.7,552.0,281,6.7
2020-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,3 and 4-year-olds,6514,8067,80.7,1144.0,605,9.3
2020-01-01,Local authority,E12000002,North West,E08000013,St. Helens,15-hour entitlement,3 and 4-year-olds,3878,4149,93.5,561.0,271,7.0
2020-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,15-hour entitlement,3 and 4-year-olds,18067,18308,98.7,1628.0,894,4.9
2020-01-01,Local authority,E12000002,North West,E08000007,Stockport,15-hour entitlement,3 and 4-year-olds,7099,7249,97.9,845.0,469,6.6
2020-01-01,Local authority,E12000001,North East,E06000004,Stockton-on-Tees,15-hour entitlement,3 and 4-year-olds,4759,4798,99.2,723.0,306,6.4
2020-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,15-hour entitlement,3 and 4-year-olds,6134,6818,90.0,1780.0,600,9.8
2020-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,15-hour entitlement,3 and 4-year-olds,15440,16880,91.5,1875.0,819,5.3
2020-01-01,Local authority,E12000001,North East,E08000024,Sunderland,15-hour entitlement,3 and 4-year-olds,5909,6155,96.0,1380.0,563,9.5
2020-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,3 and 4-year-olds,27369,29184,93.8,1566.0,2210,8.1
2020-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,3 and 4-year-olds,4944,5640,87.7,354.0,330,6.7
2020-01-01,Local authority,E12000009,South West,E06000030,Swindon,15-hour entitlement,3 and 4-year-olds,5735,5837,98.3,685.0,324,5.6
2020-01-01,Local authority,E12000002,North West,E08000008,Tameside,15-hour entitlement,3 and 4-year-olds,5621,5886,95.5,786.0,353,6.3
2020-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,15-hour entitlement,3 and 4-year-olds,4270,4461,95.7,672.0,349,8.2
2020-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,15-hour entitlement,3 and 4-year-olds,4901,5502,89.1,473.0,246,5.0
2020-01-01,Local authority,E12000009,South West,E06000027,Torbay,15-hour entitlement,3 and 4-year-olds,2624,2836,92.5,515.0,224,8.5
2020-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,3 and 4-year-olds,6931,8931,77.6,1224.0,703,10.1
2020-01-01,Local authority,E12000002,North West,E08000009,Trafford,15-hour entitlement,3 and 4-year-olds,6148,6088,101.0,560.0,280,4.6
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,15-hour entitlement,3 and 4-year-olds,8210,8698,94.4,1483.0,485,5.9
2020-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,15-hour entitlement,3 and 4-year-olds,7330,8002,91.6,1624.0,554,7.6
2020-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,3 and 4-year-olds,6990,8647,80.8,757.0,657,9.4
2020-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,3 and 4-year-olds,7340,8512,86.2,684.0,426,5.8
2020-01-01,Local authority,E12000002,North West,E06000007,Warrington,15-hour entitlement,3 and 4-year-olds,4862,4883,99.6,612.0,190,3.9
2020-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,15-hour entitlement,3 and 4-year-olds,12885,13175,97.8,975.0,613,4.8
2020-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,3 and 4-year-olds,3659,3712,98.6,274.0,146,4.0
2020-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,3 and 4-year-olds,18481,19453,95.0,1698.0,1098,5.9
2020-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,3 and 4-year-olds,3098,5726,54.1,472.0,248,8.0
2020-01-01,Local authority,E12000002,North West,E08000010,Wigan,15-hour entitlement,3 and 4-year-olds,6983,7550,92.5,993.0,442,6.3
2020-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,15-hour entitlement,3 and 4-year-olds,10606,11322,93.7,993.0,608,5.7
2020-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,3 and 4-year-olds,3299,3592,91.8,145.0,161,4.9
2020-01-01,Local authority,E12000002,North West,E08000015,Wirral,15-hour entitlement,3 and 4-year-olds,7094,7371,96.2,1121.0,533,7.5
2020-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,3 and 4-year-olds,4217,4263,98.9,213.0,248,5.9
2020-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,15-hour entitlement,3 and 4-year-olds,6577,7318,89.9,1435.0,500,7.6
2020-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,15-hour entitlement,3 and 4-year-olds,12711,13048,97.4,1273.0,1562,12.3
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,15-hour entitlement,3 and 4-year-olds,3883,3999,97.1,379.0,132,3.4
2021-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,3 and 4-year-olds,6599,7868,83.9,993.0,515,7.8
2021-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,3 and 4-year-olds,8282,10878,76.1,941.0,539,6.5
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,15-hour entitlement,3 and 4-year-olds,5329,5839,91.3,1062.0,181,3.4
2021-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,3 and 4-year-olds,3681,3943,93.3,402.0,338,9.2
2021-01-01,Local authority,E12000006,East of England,E06000055,Bedford,15-hour entitlement,3 and 4-year-olds,4232,4766,88.8,665.0,213,5.0
2021-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,3 and 4-year-olds,5685,6503,87.4,522.0,260,4.6
2021-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,15-hour entitlement,3 and 4-year-olds,28206,33011,85.4,7354.0,2666,9.5
2021-01-01,Local authority,E12000002,North West,E06000008,Blackburn with Darwen,15-hour entitlement,3 and 4-year-olds,3730,4275,87.3,545.0,573,15.4
2021-01-01,Local authority,E12000002,North West,E06000009,Blackpool,15-hour entitlement,3 and 4-year-olds,2900,3316,87.4,657.0,248,8.6
2021-01-01,Local authority,E12000002,North West,E08000001,Bolton,15-hour entitlement,3 and 4-year-olds,7383,7788,94.8,1306.0,506,6.9
2021-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",15-hour entitlement,3 and 4-year-olds,7446,8374,88.9,762.0,624,8.4
2021-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,15-hour entitlement,3 and 4-year-olds,2633,2990,88.1,189.0,92,3.5
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000032,Bradford,15-hour entitlement,3 and 4-year-olds,13891,15783,88.0,2309.0,871,6.3
2021-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,3 and 4-year-olds,6864,9633,71.3,442.0,460,6.7
2021-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,15-hour entitlement,3 and 4-year-olds,4938,5469,90.3,873.0,311,6.3
2021-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",15-hour entitlement,3 and 4-year-olds,9848,11276,87.3,1785.0,780,7.9
2021-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,3 and 4-year-olds,8132,8641,94.1,703.0,614,7.6
2021-01-01,Local authority,E12000008,South East,E10000002,Buckinghamshire,15-hour entitlement,3 and 4-year-olds,12044,13382,90.0,977.0,826,6.9
2021-01-01,Local authority,E12000002,North West,E08000002,Bury,15-hour entitlement,3 and 4-year-olds,4317,4685,92.2,687.0,326,7.6
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000033,Calderdale,15-hour entitlement,3 and 4-year-olds,4854,4914,98.8,809.0,294,6.1
2021-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,15-hour entitlement,3 and 4-year-olds,13712,15149,90.5,2136.0,599,4.4
2021-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,3 and 4-year-olds,3348,6030,55.5,683.0,267,8.0
2021-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,15-hour entitlement,3 and 4-year-olds,6731,7524,89.5,685.0,430,6.4
2021-01-01,Local authority,E12000002,North West,E06000049,Cheshire East,15-hour entitlement,3 and 4-year-olds,8119,8555,94.9,689.0,335,4.1
2021-01-01,Local authority,E12000002,North West,E06000050,Cheshire West and Chester,15-hour entitlement,3 and 4-year-olds,7377,7591,97.2,834.0,357,4.8
2021-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,3 and 4-year-olds,90,216,41.8,5.0,14,15.6
2021-01-01,Local authority,E12000009,South West,E06000052,Cornwall,15-hour entitlement,3 and 4-year-olds,10426,11409,91.4,1502.0,508,4.9
2021-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,3 and 4-year-olds,9765,10743,90.9,2363.0,692,7.1
2021-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,15-hour entitlement,3 and 4-year-olds,7970,9285,85.8,1522.0,510,6.4
2021-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,3 and 4-year-olds,8935,11157,80.1,1165.0,460,5.1
2021-01-01,Local authority,E12000002,North West,E10000006,Cumbria,15-hour entitlement,3 and 4-year-olds,9409,9720,96.8,1049.0,608,6.5
2021-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,3 and 4-year-olds,2174,2337,93.0,509.0,128,5.9
2021-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,15-hour entitlement,3 and 4-year-olds,5992,6549,91.5,1381.0,495,8.3
2021-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,15-hour entitlement,3 and 4-year-olds,15199,16533,91.9,2614.0,1006,6.6
2021-01-01,Local authority,E12000009,South West,E10000008,Devon,15-hour entitlement,3 and 4-year-olds,14975,15268,98.1,1747.0,909,6.1
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000017,Doncaster,15-hour entitlement,3 and 4-year-olds,6645,7392,89.9,1334.0,361,5.4
2021-01-01,Local authority,E12000009,South West,E06000059,Dorset,15-hour entitlement,3 and 4-year-olds,6370,6613,96.3,699.0,394,6.2
2021-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,15-hour entitlement,3 and 4-year-olds,6804,7732,88.0,1229.0,536,7.9
2021-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,3 and 4-year-olds,8274,9628,85.9,899.0,713,8.6
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,15-hour entitlement,3 and 4-year-olds,6318,6495,97.3,712.0,263,4.2
2021-01-01,Local authority,E12000008,South East,E10000011,East Sussex,15-hour entitlement,3 and 4-year-olds,9726,11009,88.3,1440.0,480,4.9
2021-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,3 and 4-year-olds,7862,9689,81.1,1316.0,513,6.5
2021-01-01,Local authority,E12000006,East of England,E10000012,Essex,15-hour entitlement,3 and 4-year-olds,32767,35423,92.5,3340.0,1385,4.2
2021-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,3 and 4-year-olds,4163,4213,98.8,855.0,298,7.2
2021-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,15-hour entitlement,3 and 4-year-olds,13071,14029,93.2,1355.0,488,3.7
2021-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,3 and 4-year-olds,7058,8588,82.2,1407.0,749,10.6
2021-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,3 and 4-year-olds,6677,7889,84.6,924.0,477,7.1
2021-01-01,Local authority,E12000002,North West,E06000006,Halton,15-hour entitlement,3 and 4-year-olds,2746,3093,88.8,822.0,156,5.7
2021-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,3 and 4-year-olds,3297,4500,73.3,486.0,239,7.2
2021-01-01,Local authority,E12000008,South East,E10000014,Hampshire,15-hour entitlement,3 and 4-year-olds,29328,30307,96.8,3167.0,1571,5.4
2021-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,3 and 4-year-olds,5423,7002,77.5,598.0,400,7.4
2021-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,3 and 4-year-olds,5959,7256,82.1,489.0,316,5.3
2021-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,3 and 4-year-olds,2039,2117,96.3,712.0,136,6.7
2021-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,3 and 4-year-olds,6360,7146,89.0,594.0,340,5.3
2021-01-01,Local authority,E12000005,West Midlands,E06000019,"Herefordshire, County of",15-hour entitlement,3 and 4-year-olds,3562,3800,93.7,439.0,142,4.0
2021-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,15-hour entitlement,3 and 4-year-olds,27529,30428,90.5,4056.0,1617,5.9
2021-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,3 and 4-year-olds,7439,9013,82.5,916.0,500,6.7
2021-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,3 and 4-year-olds,6403,7937,80.7,727.0,694,10.8
2021-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,3 and 4-year-olds,2287,2510,91.1,382.0,188,8.2
2021-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,15-hour entitlement,3 and 4-year-olds,33,29,113.0,0.0,1,3.0
2021-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,3 and 4-year-olds,4112,5211,78.9,1105.0,366,8.9
2021-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,3 and 4-year-olds,2716,3313,82.0,377.0,169,6.2
2021-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,3 and 4-year-olds,34292,37640,91.1,4467.0,1868,5.4
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",15-hour entitlement,3 and 4-year-olds,6050,6870,88.1,1497.0,560,9.3
2021-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,3 and 4-year-olds,3749,4520,83.0,348.0,191,5.1
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,15-hour entitlement,3 and 4-year-olds,9934,10952,90.7,2033.0,579,5.8
2021-01-01,Local authority,E12000002,North West,E08000011,Knowsley,15-hour entitlement,3 and 4-year-olds,3841,4176,92.0,906.0,260,6.8
2021-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,3 and 4-year-olds,5967,7191,83.0,1183.0,377,6.3
2021-01-01,Local authority,E12000002,North West,E10000017,Lancashire,15-hour entitlement,3 and 4-year-olds,26223,27159,96.6,4403.0,1255,4.8
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,15-hour entitlement,3 and 4-year-olds,18934,20194,93.8,3226.0,1473,7.8
2021-01-01,Local authority,E12000004,East Midlands,E06000016,Leicester,15-hour entitlement,3 and 4-year-olds,8517,9832,86.6,1306.0,537,6.3
2021-01-01,Local authority,E12000004,East Midlands,E10000018,Leicestershire,15-hour entitlement,3 and 4-year-olds,14364,15336,93.7,1508.0,495,3.4
2021-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,15-hour entitlement,3 and 4-year-olds,6637,8379,79.2,674.0,480,7.2
2021-01-01,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,15-hour entitlement,3 and 4-year-olds,14521,16012,90.7,2629.0,884,6.1
2021-01-01,Local authority,E12000002,North West,E08000012,Liverpool,15-hour entitlement,3 and 4-year-olds,10849,11954,90.8,2534.0,923,8.5
2021-01-01,Local authority,E12000006,East of England,E06000032,Luton,15-hour entitlement,3 and 4-year-olds,6020,7042,85.5,1106.0,410,6.8
2021-01-01,Local authority,E12000002,North West,E08000003,Manchester,15-hour entitlement,3 and 4-year-olds,12920,14777,87.4,3990.0,897,6.9
2021-01-01,Local authority,E12000008,South East,E06000035,Medway,15-hour entitlement,3 and 4-year-olds,6771,7528,89.9,977.0,358,5.3
2021-01-01,Local authority,E13000002,Outer London,E09000024,Merton,15-hour entitlement,3 and 4-year-olds,4719,5884,80.2,576.0,313,6.6
2021-01-01,Local authority,E12000001,North East,E06000002,Middlesbrough,15-hour entitlement,3 and 4-year-olds,3775,3951,95.5,1090.0,278,7.4
2021-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,15-hour entitlement,3 and 4-year-olds,6709,7653,87.7,756.0,406,6.1
2021-01-01,Local authority,E12000001,North East,E08000021,Newcastle upon Tyne,15-hour entitlement,3 and 4-year-olds,6239,6756,92.3,1908.0,548,8.8
2021-01-01,Local authority,E13000001,Inner London,E09000025,Newham,15-hour entitlement,3 and 4-year-olds,8661,10846,79.9,961.0,726,8.4
2021-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,15-hour entitlement,3 and 4-year-olds,16992,18848,90.2,2816.0,876,5.2
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,15-hour entitlement,3 and 4-year-olds,3460,3762,92.0,762.0,170,4.9
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,15-hour entitlement,3 and 4-year-olds,3342,3749,89.2,797.0,203,6.1
2021-01-01,Local authority,E12000009,South West,E06000024,North Somerset,15-hour entitlement,3 and 4-year-olds,4360,4704,92.7,434.0,160,3.7
2021-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,15-hour entitlement,3 and 4-year-olds,4484,4646,96.5,682.0,321,7.2
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,15-hour entitlement,3 and 4-year-olds,11497,12147,94.7,1418.0,484,4.2
2021-01-01,Local authority,E12000004,East Midlands,E10000021,Northamptonshire,15-hour entitlement,3 and 4-year-olds,17449,19218,90.8,2162.0,647,3.7
2021-01-01,Local authority,E12000001,North East,E06000057,Northumberland,15-hour entitlement,3 and 4-year-olds,6331,6209,102.0,902.0,406,6.4
2021-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,15-hour entitlement,3 and 4-year-olds,7075,8195,86.3,1790.0,390,5.5
2021-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,15-hour entitlement,3 and 4-year-olds,17658,18370,96.1,2944.0,626,3.5
2021-01-01,Local authority,E12000002,North West,E08000004,Oldham,15-hour entitlement,3 and 4-year-olds,6284,6710,93.7,1206.0,432,6.9
2021-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,3 and 4-year-olds,14560,16331,89.2,1382.0,1168,8.0
2021-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,15-hour entitlement,3 and 4-year-olds,5583,6298,88.6,969.0,339,6.1
2021-01-01,Local authority,E12000009,South West,E06000026,Plymouth,15-hour entitlement,3 and 4-year-olds,5206,5909,88.1,953.0,423,8.1
2021-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,3 and 4-year-olds,4413,4863,90.7,772.0,218,4.9
2021-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,3 and 4-year-olds,3690,4616,79.9,607.0,250,6.8
2021-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,3 and 4-year-olds,8103,9107,89.0,553.0,385,4.8
2021-01-01,Local authority,E12000001,North East,E06000003,Redcar and Cleveland,15-hour entitlement,3 and 4-year-olds,2899,2955,98.1,618.0,170,5.9
2021-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,3 and 4-year-olds,4935,5006,98.6,276.0,136,2.8
2021-01-01,Local authority,E12000002,North West,E08000005,Rochdale,15-hour entitlement,3 and 4-year-olds,5689,6205,91.7,1022.0,434,7.6
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,15-hour entitlement,3 and 4-year-olds,5930,6399,92.7,1187.0,517,8.7
2021-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,15-hour entitlement,3 and 4-year-olds,713,789,90.4,24.0,32,4.5
2021-01-01,Local authority,E12000002,North West,E08000006,Salford,15-hour entitlement,3 and 4-year-olds,6786,7086,95.8,1675.0,691,10.2
2021-01-01,Local authority,E12000005,West Midlands,E08000028,Sandwell,15-hour entitlement,3 and 4-year-olds,8624,9545,90.3,1588.0,550,6.4
2021-01-01,Local authority,E12000002,North West,E08000014,Sefton,15-hour entitlement,3 and 4-year-olds,5605,5804,96.6,864.0,295,5.3
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,15-hour entitlement,3 and 4-year-olds,12106,13296,91.1,3321.0,903,7.5
2021-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,15-hour entitlement,3 and 4-year-olds,6021,6333,95.1,686.0,222,3.7
2021-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,3 and 4-year-olds,4357,5199,83.8,583.0,285,6.5
2021-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,15-hour entitlement,3 and 4-year-olds,5255,5108,102.9,945.0,328,6.2
2021-01-01,Local authority,E12000009,South West,E10000027,Somerset,15-hour entitlement,3 and 4-year-olds,10730,11721,91.5,1033.0,458,4.3
2021-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,15-hour entitlement,3 and 4-year-olds,6422,6747,95.2,432.0,233,3.6
2021-01-01,Local authority,E12000001,North East,E08000023,South Tyneside,15-hour entitlement,3 and 4-year-olds,3211,3425,93.8,831.0,357,11.1
2021-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,3 and 4-year-olds,5197,6126,84.8,1044.0,339,6.5
2021-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,15-hour entitlement,3 and 4-year-olds,3990,4543,87.8,765.0,250,6.3
2021-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,3 and 4-year-olds,6037,7930,76.1,1398.0,509,8.4
2021-01-01,Local authority,E12000002,North West,E08000013,St. Helens,15-hour entitlement,3 and 4-year-olds,3829,4165,91.9,579.0,238,6.2
2021-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,15-hour entitlement,3 and 4-year-olds,17759,18359,96.7,2225.0,927,5.2
2021-01-01,Local authority,E12000002,North West,E08000007,Stockport,15-hour entitlement,3 and 4-year-olds,6816,7088,96.2,925.0,387,5.7
