time_period,geographic_level,region_code,region_name,new_la_code,la_name,entitlement_type,age,number_children,number_eligible_children,percentage_eligible_children,number_children_dis,number_children_sen,percentage_children_sen
2020-01-01,Local authority,E12000008,South East,E10000011,East Sussex,15-hour entitlement,4-year-olds,5279,5692,92.7,,397,7.5
2020-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,4-year-olds,4376,4906,89.2,,420,9.6
2020-01-01,Local authority,E12000006,East of England,E10000012,Essex,15-hour entitlement,4-year-olds,17141,17784,96.4,,1187,6.9
2020-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,4-year-olds,2147,2199,97.6,,213,9.9
2020-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,15-hour entitlement,4-year-olds,6901,7200,95.8,,505,7.3
2020-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,4-year-olds,3799,4366,87.0,,469,12.3
2020-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,4-year-olds,3610,3923,92.0,,335,9.3
2020-01-01,Local authority,E12000002,North West,E06000006,Halton,15-hour entitlement,4-year-olds,1502,1594,94.2,,158,10.5
2020-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,4-year-olds,1747,2209,79.1,,210,12.0
2020-01-01,Local authority,E12000008,South East,E10000014,Hampshire,15-hour entitlement,4-year-olds,15347,15612,98.3,,1192,7.8
2020-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,4-year-olds,3032,3640,83.3,,318,10.5
2020-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,4-year-olds,3228,3560,90.7,,289,9.0
2020-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,4-year-olds,1092,1094,99.8,,125,11.4
2020-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,4-year-olds,3444,3576,96.3,,246,7.1
2020-01-01,Local authority,E12000005,West Midlands,E06000019,"Herefordshire, County of",15-hour entitlement,4-year-olds,1817,1890,96.1,,153,8.4
2020-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,15-hour entitlement,4-year-olds,14543,15381,94.6,,1119,7.7
2020-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,4-year-olds,4176,4566,91.5,,455,10.9
2020-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,4-year-olds,3612,4095,88.2,,500,13.8
2020-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,4-year-olds,1317,1358,97.0,,112,8.5
2020-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,15-hour entitlement,4-year-olds,23,20,114.8,,0,0.0
2020-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,4-year-olds,2097,2541,82.5,,320,15.3
2020-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,4-year-olds,1301,1689,77.0,,105,8.1
2020-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,4-year-olds,18155,18950,95.8,,1322,7.3
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",15-hour entitlement,4-year-olds,3274,3459,94.7,,390,11.9
2020-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,4-year-olds,2099,2364,88.8,,154,7.3
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,15-hour entitlement,4-year-olds,5214,5620,92.8,,410,7.9
2020-01-01,Local authority,E12000002,North West,E08000011,Knowsley,15-hour entitlement,4-year-olds,1898,2097,90.5,,167,8.8
2020-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,4-year-olds,3288,3710,88.6,,323,9.8
2020-01-01,Local authority,E12000002,North West,E10000017,Lancashire,15-hour entitlement,4-year-olds,13826,14019,98.6,,1016,7.3
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,15-hour entitlement,4-year-olds,10026,10228,98.0,,1227,12.2
2020-01-01,Local authority,E12000004,East Midlands,E06000016,Leicester,15-hour entitlement,4-year-olds,4717,5047,93.5,,390,8.3
2020-01-01,Local authority,E12000004,East Midlands,E10000018,Leicestershire,15-hour entitlement,4-year-olds,7733,7906,97.8,,356,4.6
2020-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,15-hour entitlement,4-year-olds,3537,4211,84.0,,335,9.5
2020-01-01,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,15-hour entitlement,4-year-olds,7945,8449,94.0,,632,8.0
2020-01-01,Local authority,E12000002,North West,E08000012,Liverpool,15-hour entitlement,4-year-olds,5692,5945,95.7,,741,13.0
2020-01-01,Local authority,E12000006,East of England,E06000032,Luton,15-hour entitlement,4-year-olds,3196,3550,90.0,,309,9.7
2020-01-01,Local authority,E12000002,North West,E08000003,Manchester,15-hour entitlement,4-year-olds,7282,7632,95.4,,738,10.1
2020-01-01,Local authority,E12000008,South East,E06000035,Medway,15-hour entitlement,4-year-olds,3561,3799,93.7,,289,8.1
2020-01-01,Local authority,E13000002,Outer London,E09000024,Merton,15-hour entitlement,4-year-olds,2555,2956,86.4,,269,10.5
2020-01-01,Local authority,E12000001,North East,E06000002,Middlesbrough,15-hour entitlement,4-year-olds,1899,1933,98.2,,172,9.1
2020-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,15-hour entitlement,4-year-olds,3835,3995,96.0,,257,6.7
2020-01-01,Local authority,E12000001,North East,E08000021,Newcastle upon Tyne,15-hour entitlement,4-year-olds,3279,3384,96.9,,334,10.2
2020-01-01,Local authority,E13000001,Inner London,E09000025,Newham,15-hour entitlement,4-year-olds,4769,5431,87.8,,503,10.5
2020-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,15-hour entitlement,4-year-olds,9210,9641,95.5,,687,7.5
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,15-hour entitlement,4-year-olds,1925,1953,98.6,,117,6.1
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,15-hour entitlement,4-year-olds,1916,1892,101.3,,149,7.8
2020-01-01,Local authority,E12000009,South West,E06000024,North Somerset,15-hour entitlement,4-year-olds,2360,2437,96.8,,130,5.5
2020-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,15-hour entitlement,4-year-olds,2280,2345,97.2,,248,10.9
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,15-hour entitlement,4-year-olds,6013,6295,95.5,,367,6.1
2020-01-01,Local authority,E12000004,East Midlands,E10000021,Northamptonshire,15-hour entitlement,4-year-olds,9361,9838,95.1,,571,6.1
2020-01-01,Local authority,E12000001,North East,E06000057,Northumberland,15-hour entitlement,4-year-olds,3323,3083,107.8,,350,10.5
2020-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,15-hour entitlement,4-year-olds,3781,4232,89.3,,314,8.3
2020-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,15-hour entitlement,4-year-olds,9370,9343,100.3,,630,6.7
2020-01-01,Local authority,E12000002,North West,E08000004,Oldham,15-hour entitlement,4-year-olds,3453,3401,101.5,,334,9.7
2020-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,4-year-olds,7738,8233,94.0,,655,8.5
2020-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,15-hour entitlement,4-year-olds,3012,3255,92.5,,240,8.0
2020-01-01,Local authority,E12000009,South West,E06000026,Plymouth,15-hour entitlement,4-year-olds,2925,3123,93.7,,334,11.4
2020-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,4-year-olds,2432,2588,94.0,,192,7.9
2020-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,4-year-olds,2017,2318,87.0,,171,8.5
2020-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,4-year-olds,4466,4475,99.8,,373,8.4
2020-01-01,Local authority,E12000001,North East,E06000003,Redcar and Cleveland,15-hour entitlement,4-year-olds,1518,1460,104.0,,176,11.6
2020-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,4-year-olds,2721,2620,103.9,,120,4.4
2020-01-01,Local authority,E12000002,North West,E08000005,Rochdale,15-hour entitlement,4-year-olds,2923,3113,93.9,,297,10.2
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,15-hour entitlement,4-year-olds,3124,3245,96.3,,356,11.4
2020-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,15-hour entitlement,4-year-olds,378,392,96.5,,30,7.9
2020-01-01,Local authority,E12000002,North West,E08000006,Salford,15-hour entitlement,4-year-olds,3514,3517,99.9,,436,12.4
2020-01-01,Local authority,E12000005,West Midlands,E08000028,Sandwell,15-hour entitlement,4-year-olds,4798,4824,99.5,,380,7.9
2020-01-01,Local authority,E12000002,North West,E08000014,Sefton,15-hour entitlement,4-year-olds,2966,2981,99.5,,253,8.5
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,15-hour entitlement,4-year-olds,6448,6611,97.5,,710,11.0
2020-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,15-hour entitlement,4-year-olds,3064,3147,97.4,,217,7.1
2020-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,4-year-olds,2359,2613,90.3,,238,10.1
2020-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,15-hour entitlement,4-year-olds,2843,2636,107.9,,218,7.7
2020-01-01,Local authority,E12000009,South West,E10000027,Somerset,15-hour entitlement,4-year-olds,5954,6063,98.2,,423,7.1
2020-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,15-hour entitlement,4-year-olds,3428,3334,102.8,,209,6.1
2020-01-01,Local authority,E12000001,North East,E08000023,South Tyneside,15-hour entitlement,4-year-olds,1660,1749,94.9,,222,13.4
2020-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,4-year-olds,2886,3175,90.9,,326,11.3
2020-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,15-hour entitlement,4-year-olds,2146,2283,94.0,,190,8.9
2020-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,4-year-olds,3271,4031,81.1,,406,12.4
2020-01-01,Local authority,E12000002,North West,E08000013,St. Helens,15-hour entitlement,4-year-olds,2000,2061,97.1,,192,9.6
2020-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,15-hour entitlement,4-year-olds,9158,9177,99.8,,593,6.5
2020-01-01,Local authority,E12000002,North West,E08000007,Stockport,15-hour entitlement,4-year-olds,3666,3657,100.3,,298,8.1
2020-01-01,Local authority,E12000001,North East,E06000004,Stockton-on-Tees,15-hour entitlement,4-year-olds,2442,2428,100.6,,208,8.5
2020-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,15-hour entitlement,4-year-olds,3136,3409,92.0,,357,11.4
2020-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,15-hour entitlement,4-year-olds,7962,8526,93.4,,595,7.5
2020-01-01,Local authority,E12000001,North East,E08000024,Sunderland,15-hour entitlement,4-year-olds,2945,3068,96.0,,345,11.7
2020-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,4-year-olds,14157,14776,95.8,,1268,9.0
2020-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,4-year-olds,2498,2850,87.7,,194,7.8
2020-01-01,Local authority,E12000009,South West,E06000030,Swindon,15-hour entitlement,4-year-olds,2913,2932,99.4,,262,9.0
2020-01-01,Local authority,E12000002,North West,E08000008,Tameside,15-hour entitlement,4-year-olds,2847,2930,97.2,,234,8.2
2020-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,15-hour entitlement,4-year-olds,2181,2223,98.1,,214,9.8
2020-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,15-hour entitlement,4-year-olds,2532,2773,91.3,,175,6.9
2020-01-01,Local authority,E12000009,South West,E06000027,Torbay,15-hour entitlement,4-year-olds,1340,1446,92.7,,141,10.5
2020-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,4-year-olds,3525,4416,79.8,,451,12.8
2020-01-01,Local authority,E12000002,North West,E08000009,Trafford,15-hour entitlement,4-year-olds,3103,3052,101.7,,205,6.6
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,15-hour entitlement,4-year-olds,4139,4308,96.1,,347,8.4
2020-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,15-hour entitlement,4-year-olds,3850,3985,96.6,,382,9.9
2020-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,4-year-olds,3620,4284,84.5,,407,11.2
2020-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,4-year-olds,3672,4238,86.6,,299,8.1
2020-01-01,Local authority,E12000002,North West,E06000007,Warrington,15-hour entitlement,4-year-olds,2522,2499,100.9,,144,5.7
2020-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,15-hour entitlement,4-year-olds,6596,6620,99.6,,461,7.0
2020-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,4-year-olds,1857,1876,99.0,,90,4.8
2020-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,4-year-olds,9489,9872,96.1,,715,7.5
2020-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,4-year-olds,1528,2870,53.2,,163,10.7
2020-01-01,Local authority,E12000002,North West,E08000010,Wigan,15-hour entitlement,4-year-olds,3576,3777,94.7,,354,9.9
2020-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,15-hour entitlement,4-year-olds,5403,5749,94.0,,452,8.4
2020-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,4-year-olds,1701,1809,94.1,,111,6.5
2020-01-01,Local authority,E12000002,North West,E08000015,Wirral,15-hour entitlement,4-year-olds,3719,3707,100.3,,341,9.2
2020-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,4-year-olds,2240,2167,103.4,,166,7.4
2020-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,15-hour entitlement,4-year-olds,3399,3682,92.3,,327,9.6
2020-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,15-hour entitlement,4-year-olds,6471,6599,98.1,,934,14.4
2020-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,15-hour entitlement,4-year-olds,1990,2011,99.0,,100,5.0
2021-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,4-year-olds,3587,3975,90.2,,374,10.4
2021-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,4-year-olds,4398,5464,80.5,,374,8.5
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,15-hour entitlement,4-year-olds,2787,2928,95.2,,145,5.2
2021-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,4-year-olds,1915,2026,94.5,,202,10.5
2021-01-01,Local authority,E12000006,East of England,E06000055,Bedford,15-hour entitlement,4-year-olds,2255,2385,94.6,,158,7.0
2021-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,4-year-olds,3033,3274,92.6,,202,6.7
2021-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,15-hour entitlement,4-year-olds,15367,16669,92.2,,1699,11.1
2021-01-01,Local authority,E12000002,North West,E06000008,Blackburn with Darwen,15-hour entitlement,4-year-olds,2018,2181,92.5,,359,17.8
2021-01-01,Local authority,E12000002,North West,E06000009,Blackpool,15-hour entitlement,4-year-olds,1550,1667,93.0,,192,12.4
2021-01-01,Local authority,E12000002,North West,E08000001,Bolton,15-hour entitlement,4-year-olds,3924,3963,99.0,,352,9.0
2021-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",15-hour entitlement,4-year-olds,3883,4291,90.5,,439,11.3
2021-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,15-hour entitlement,4-year-olds,1363,1503,90.7,,80,5.9
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000032,Bradford,15-hour entitlement,4-year-olds,7460,8062,92.5,,632,8.5
2021-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,4-year-olds,3570,4876,73.2,,326,9.1
2021-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,15-hour entitlement,4-year-olds,2578,2785,92.6,,205,8.0
2021-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",15-hour entitlement,4-year-olds,5220,5683,91.9,,529,10.1
2021-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,4-year-olds,4238,4376,96.8,,369,8.7
2021-01-01,Local authority,E12000008,South East,E10000002,Buckinghamshire,15-hour entitlement,4-year-olds,6249,6810,91.8,,535,8.6
2021-01-01,Local authority,E12000002,North West,E08000002,Bury,15-hour entitlement,4-year-olds,2305,2406,95.8,,229,9.9
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000033,Calderdale,15-hour entitlement,4-year-olds,2517,2504,100.5,,211,8.4
2021-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,15-hour entitlement,4-year-olds,7105,7768,91.5,,483,6.8
2021-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,4-year-olds,1751,3100,56.5,,181,10.3
2021-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,15-hour entitlement,4-year-olds,3576,3819,93.6,,255,7.1
2021-01-01,Local authority,E12000002,North West,E06000049,Cheshire East,15-hour entitlement,4-year-olds,4151,4331,95.8,,229,5.5
2021-01-01,Local authority,E12000002,North West,E06000050,Cheshire West and Chester,15-hour entitlement,4-year-olds,3819,3867,98.8,,257,6.7
2021-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,4-year-olds,42,107,39.3,,9,21.4
