time_period,geographic_level,region_code,region_name,new_la_code,la_name,entitlement_type,age,number_children_sen,percentage_children_sen
2021-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,15-hour entitlement,3 and 4-year-olds,677,6.5
2021-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,30-hour entitlement,3-year-olds,74,2.8
2021-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,30-hour entitlement,4-year-olds,37,3.7
2021-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,30-hour entitlement,3 and 4-year-olds,111,3.1
2021-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,3-year-olds,86,5.4
2021-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,4-year-olds,181,10.3
2021-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,3 and 4-year-olds,267,8
2021-01-01,Local authority,E13000001,Inner London,E09000007,Camden,30-hour entitlement,3-year-olds,12,3.5
2021-01-01,Local authority,E13000001,Inner London,E09000007,Camden,30-hour entitlement,4-year-olds,6,3.9
2021-01-01,Local authority,E13000001,Inner London,E09000007,Camden,30-hour entitlement,3 and 4-year-olds,18,3.6
2021-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,3-year-olds,5,10.4
2021-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,4-year-olds,9,21.4
2021-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,3 and 4-year-olds,14,15.6
2021-01-01,Local authority,E13000001,Inner London,E09000001,City of London,30-hour entitlement,3-year-olds,2,20
2021-01-01,Local authority,E13000001,Inner London,E09000001,City of London,30-hour entitlement,4-year-olds,0,0
2021-01-01,Local authority,E13000001,Inner London,E09000001,City of London,30-hour entitlement,3 and 4-year-olds,2,15.4
2021-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,3-year-olds,163,5
2021-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,4-year-olds,314,9.1
2021-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,3 and 4-year-olds,477,7.1
2021-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,30-hour entitlement,3-year-olds,47,4.1
2021-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,30-hour entitlement,4-year-olds,28,3.8
2021-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,30-hour entitlement,3 and 4-year-olds,75,3.9
2021-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,3-year-olds,73,4.7
2021-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,4-year-olds,166,9.6
2021-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,3 and 4-year-olds,239,7.2
2021-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,30-hour entitlement,3-year-olds,18,5.6
2021-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,30-hour entitlement,4-year-olds,12,8.8
2021-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,30-hour entitlement,3 and 4-year-olds,30,6.6
2021-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,3-year-olds,115,4.6
2021-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,4-year-olds,285,9.7
2021-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,3 and 4-year-olds,400,7.4
2021-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,30-hour entitlement,3-year-olds,20,2.5
2021-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,30-hour entitlement,4-year-olds,25,7.6
2021-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,30-hour entitlement,3 and 4-year-olds,45,4
2021-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,3-year-olds,115,5.6
2021-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,4-year-olds,251,12.2
2021-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,3 and 4-year-olds,366,8.9
2021-01-01,Local authority,E13000001,Inner London,E09000019,Islington,30-hour entitlement,3-year-olds,20,3.9
2021-01-01,Local authority,E13000001,Inner London,E09000019,Islington,30-hour entitlement,4-year-olds,14,6.8
2021-01-01,Local authority,E13000001,Inner London,E09000019,Islington,30-hour entitlement,3 and 4-year-olds,34,4.8
2021-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,3-year-olds,62,4.6
2021-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,4-year-olds,107,7.9
2021-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,3 and 4-year-olds,169,6.2
2021-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,30-hour entitlement,3-year-olds,15,8.2
2021-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,30-hour entitlement,4-year-olds,7,8.4
2021-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,30-hour entitlement,3 and 4-year-olds,22,8.3
2021-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,3-year-olds,111,3.8
2021-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,4-year-olds,266,8.8
2021-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,3 and 4-year-olds,377,6.3
2021-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,30-hour entitlement,3-year-olds,27,2.7
2021-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,30-hour entitlement,4-year-olds,18,4.7
2021-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,30-hour entitlement,3 and 4-year-olds,45,3.3
2021-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,15-hour entitlement,3-year-olds,160,4.9
2021-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,15-hour entitlement,4-year-olds,320,9.6
2021-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,15-hour entitlement,3 and 4-year-olds,480,7.2
2021-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,30-hour entitlement,3-year-olds,39,3.1
2021-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,30-hour entitlement,4-year-olds,29,6.2
2021-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,30-hour entitlement,3 and 4-year-olds,68,4
2021-01-01,Local authority,E13000001,Inner London,E09000025,Newham,15-hour entitlement,3-year-olds,226,5.6
2021-01-01,Local authority,E13000001,Inner London,E09000025,Newham,15-hour entitlement,4-year-olds,500,10.9
2021-01-01,Local authority,E13000001,Inner London,E09000025,Newham,15-hour entitlement,3 and 4-year-olds,726,8.4
2021-01-01,Local authority,E13000001,Inner London,E09000025,Newham,30-hour entitlement,3-year-olds,38,4.6
2021-01-01,Local authority,E13000001,Inner London,E09000025,Newham,30-hour entitlement,4-year-olds,23,6.1
2021-01-01,Local authority,E13000001,Inner London,E09000025,Newham,30-hour entitlement,3 and 4-year-olds,61,5.1
2021-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,3-year-olds,161,5.5
2021-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,4-year-olds,348,11.2
2021-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,3 and 4-year-olds,509,8.4
2021-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,30-hour entitlement,3-year-olds,37,4.3
2021-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,30-hour entitlement,4-year-olds,14,4.4
2021-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,30-hour entitlement,3 and 4-year-olds,51,4.3
2021-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,3-year-olds,179,5.9
2021-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,4-year-olds,406,11.2
2021-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,3 and 4-year-olds,585,8.8
2021-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,30-hour entitlement,3-year-olds,30,4.5
2021-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,30-hour entitlement,4-year-olds,16,5.6
2021-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,30-hour entitlement,3 and 4-year-olds,46,4.8
2021-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,3-year-olds,114,3.3
2021-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,4-year-olds,283,8
2021-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,3 and 4-year-olds,397,5.7
2021-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,30-hour entitlement,3-year-olds,15,2.1
2021-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,30-hour entitlement,4-year-olds,16,4.8
2021-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,30-hour entitlement,3 and 4-year-olds,31,3
2021-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,3-year-olds,86,6.6
2021-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,4-year-olds,118,8.6
2021-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,3 and 4-year-olds,204,7.6
2021-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,30-hour entitlement,3-year-olds,18,8.9
2021-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,30-hour entitlement,4-year-olds,6,5.8
2021-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,30-hour entitlement,3 and 4-year-olds,24,7.8
2021-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,3-year-olds,141,4.7
2021-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,4-year-olds,374,10.4
2021-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,3 and 4-year-olds,515,7.8
2021-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,30-hour entitlement,3-year-olds,22,2.9
2021-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,30-hour entitlement,4-year-olds,1,0.3
2021-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,30-hour entitlement,3 and 4-year-olds,23,2.2
2021-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,3-year-olds,165,4.2
2021-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,4-year-olds,374,8.5
2021-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,3 and 4-year-olds,539,6.5
2021-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,30-hour entitlement,3-year-olds,22,1.7
2021-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,30-hour entitlement,4-year-olds,24,4.4
2021-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,30-hour entitlement,3 and 4-year-olds,46,2.5
2021-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,3-year-olds,58,2.2
2021-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,4-year-olds,202,6.7
2021-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,3 and 4-year-olds,260,4.6
2021-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,30-hour entitlement,3-year-olds,16,1.7
2021-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,30-hour entitlement,4-year-olds,10,2.6
2021-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,30-hour entitlement,3 and 4-year-olds,26,1.9
2021-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,3-year-olds,134,4.1
2021-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,4-year-olds,326,9.1
2021-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,3 and 4-year-olds,460,6.7
2021-01-01,Local authority,E13000002,Outer London,E09000005,Brent,30-hour entitlement,3-year-olds,37,4.5
2021-01-01,Local authority,E13000002,Outer London,E09000005,Brent,30-hour entitlement,4-year-olds,9,2.9
2021-01-01,Local authority,E13000002,Outer London,E09000005,Brent,30-hour entitlement,3 and 4-year-olds,46,4.1
2021-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,3-year-olds,245,6.3
2021-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,4-year-olds,369,8.7
2021-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,3 and 4-year-olds,614,7.6
2021-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,30-hour entitlement,3-year-olds,60,4.3
2021-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,30-hour entitlement,4-year-olds,24,4.9
2021-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,30-hour entitlement,3 and 4-year-olds,84,4.5
2021-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,3-year-olds,123,2.9
2021-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,4-year-olds,337,7.1
2021-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,3 and 4-year-olds,460,5.1
2021-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,30-hour entitlement,3-year-olds,25,1.7
2021-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,30-hour entitlement,4-year-olds,20,3.3
2021-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,30-hour entitlement,3 and 4-year-olds,45,2.1
2021-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,3-year-olds,260,6.6
2021-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,4-year-olds,453,10.5
2021-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,3 and 4-year-olds,713,8.6
2021-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,30-hour entitlement,3-year-olds,47,5.1
2021-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,30-hour entitlement,4-year-olds,31,7.7
2021-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,30-hour entitlement,3 and 4-year-olds,78,5.9
2021-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,3-year-olds,158,4.4
2021-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,4-year-olds,355,8.3
2021-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,3 and 4-year-olds,513,6.5
2021-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,30-hour entitlement,3-year-olds,23,2.3
2021-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,30-hour entitlement,4-year-olds,18,4.6
2021-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,30-hour entitlement,3 and 4-year-olds,41,3
2021-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,3-year-olds,262,7.8
2021-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,4-year-olds,487,13.2
2021-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,3 and 4-year-olds,749,10.6
2021-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,30-hour entitlement,3-year-olds,78,7.1
2021-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,30-hour entitlement,4-year-olds,33,7.2
2021-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,30-hour entitlement,3 and 4-year-olds,111,7.1
2021-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,3-year-olds,110,4
2021-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,4-year-olds,206,6.4
2021-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,3 and 4-year-olds,316,5.3
2021-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,30-hour entitlement,3-year-olds,29,3.6
2021-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,30-hour entitlement,4-year-olds,9,2.8
2021-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,30-hour entitlement,3 and 4-year-olds,38,3.3
2021-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,3-year-olds,123,4.1
2021-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,4-year-olds,217,6.4
2021-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,3 and 4-year-olds,340,5.3
2021-01-01,Local authority,E13000002,Outer London,E09000016,Havering,30-hour entitlement,3-year-olds,39,3.2
2021-01-01,Local authority,E13000002,Outer London,E09000016,Havering,30-hour entitlement,4-year-olds,22,4.5
2021-01-01,Local authority,E13000002,Outer London,E09000016,Havering,30-hour entitlement,3 and 4-year-olds,61,3.5
2021-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,3-year-olds,141,4.1
2021-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,4-year-olds,359,8.9
2021-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,3 and 4-year-olds,500,6.7
2021-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,30-hour entitlement,3-year-olds,25,2.5
2021-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,30-hour entitlement,4-year-olds,18,4.4
2021-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,30-hour entitlement,3 and 4-year-olds,43,3
2021-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,3-year-olds,240,8.1
2021-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,4-year-olds,454,13.1
2021-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,3 and 4-year-olds,694,10.8
2021-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,30-hour entitlement,3-year-olds,36,5.1
2021-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,30-hour entitlement,4-year-olds,12,3.9
2021-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,30-hour entitlement,3 and 4-year-olds,48,4.7
2021-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,3-year-olds,60,3.3
2021-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,4-year-olds,131,6.8
2021-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,3 and 4-year-olds,191,5.1
2021-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,30-hour entitlement,3-year-olds,12,1.7
2021-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,30-hour entitlement,4-year-olds,7,2.5
2021-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,30-hour entitlement,3 and 4-year-olds,19,1.9
2021-01-01,Local authority,E13000002,Outer London,E09000024,Merton,15-hour entitlement,3-year-olds,86,3.7
2021-01-01,Local authority,E13000002,Outer London,E09000024,Merton,15-hour entitlement,4-year-olds,227,9.4
2021-01-01,Local authority,E13000002,Outer London,E09000024,Merton,15-hour entitlement,3 and 4-year-olds,313,6.6
2021-01-01,Local authority,E13000002,Outer London,E09000024,Merton,30-hour entitlement,3-year-olds,19,2.9
2021-01-01,Local authority,E13000002,Outer London,E09000024,Merton,30-hour entitlement,4-year-olds,14,4.9
2021-01-01,Local authority,E13000002,Outer London,E09000024,Merton,30-hour entitlement,3 and 4-year-olds,33,3.5
2021-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,3-year-olds,104,2.7
2021-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,4-year-olds,281,6.6
2021-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,3 and 4-year-olds,385,4.8
2021-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,30-hour entitlement,3-year-olds,14,1.2
2021-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,30-hour entitlement,4-year-olds,10,2.4
2021-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,30-hour entitlement,3 and 4-year-olds,24,1.6
2021-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,3-year-olds,29,1.3
2021-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,4-year-olds,107,4
2021-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,3 and 4-year-olds,136,2.8
2021-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,30-hour entitlement,3-year-olds,4,0.7
2021-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,30-hour entitlement,4-year-olds,5,2.1
2021-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,30-hour entitlement,3 and 4-year-olds,9,1.1
2021-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,3-year-olds,101,4.6
2021-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,4-year-olds,215,8.4
2021-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,3 and 4-year-olds,316,6.7
2021-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,30-hour entitlement,3-year-olds,33,4
2021-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,30-hour entitlement,4-year-olds,16,4.5
2021-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,30-hour entitlement,3 and 4-year-olds,49,4.2
2021-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,3-year-olds,179,5.8
2021-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,4-year-olds,365,10.4
2021-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,3 and 4-year-olds,544,8.2
2021-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,30-hour entitlement,3-year-olds,50,4.3
2021-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,30-hour entitlement,4-year-olds,26,5.4
2021-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,30-hour entitlement,3 and 4-year-olds,76,4.6
2020-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,3-year-olds,226,4.4
2020-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,4-year-olds,499,9.2
2020-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,3 and 4-year-olds,725,6.9
2020-01-01,Local authority,E12000001,North East,E06000047,County Durham,30-hour entitlement,3-year-olds,76,3.2
2020-01-01,Local authority,E12000001,North East,E06000047,County Durham,30-hour entitlement,4-year-olds,53,5.8
2020-01-01,Local authority,E12000001,North East,E06000047,County Durham,30-hour entitlement,3 and 4-year-olds,129,3.9
2020-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,3-year-olds,60,5.5
2020-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,4-year-olds,115,9.7
2020-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,3 and 4-year-olds,175,7.7
2020-01-01,Local authority,E12000001,North East,E06000005,Darlington,30-hour entitlement,3-year-olds,9,1.8
2020-01-01,Local authority,E12000001,North East,E06000005,Darlington,30-hour entitlement,4-year-olds,7,3.2
2020-01-01,Local authority,E12000001,North East,E06000005,Darlington,30-hour entitlement,3 and 4-year-olds,16,2.2
2020-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,3-year-olds,139,6.5
2020-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,4-year-olds,213,9.9
2020-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,3 and 4-year-olds,352,8.2
2020-01-01,Local authority,E12000001,North East,E08000037,Gateshead,30-hour entitlement,3-year-olds,44,4.3
2020-01-01,Local authority,E12000001,North East,E08000037,Gateshead,30-hour entitlement,4-year-olds,19,4.5
2020-01-01,Local authority,E12000001,North East,E08000037,Gateshead,30-hour entitlement,3 and 4-year-olds,63,4.3
2020-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,3-year-olds,51,4.9
2020-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,4-year-olds,125,11.4
2020-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,3 and 4-year-olds,176,8.2
2020-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,30-hour entitlement,3-year-olds,5,1.5
2020-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,30-hour entitlement,4-year-olds,5,3.9
2020-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,30-hour entitlement,3 and 4-year-olds,10,2.2
2020-01-01,Local authority,E12000001,North East,E06000002,Middlesbrough,15-hour entitlement,3-year-olds,116,6.2
2020-01-01,Local authority,E12000001,North East,E06000002,Middlesbrough,15-hour entitlement,4-year-olds,172,9.1
2020-01-01,Local authority,E12000001,North East,E06000002,Middlesbrough,15-hour entitlement,3 and 4-year-olds,288,7.6
2020-01-01,Local authority,E12000001,North East,E06000002,Middlesbrough,30-hour entitlement,3-year-olds,22,4.7
2020-01-01,Local authority,E12000001,North East,E06000002,Middlesbrough,30-hour entitlement,4-year-olds,11,6.5
2020-01-01,Local authority,E12000001,North East,E06000002,Middlesbrough,30-hour entitlement,3 and 4-year-olds,33,5.2
2020-01-01,Local authority,E12000001,North East,E08000021,Newcastle upon Tyne,15-hour entitlement,3-year-olds,198,6
2020-01-01,Local authority,E12000001,North East,E08000021,Newcastle upon Tyne,15-hour entitlement,4-year-olds,334,10.2
2020-01-01,Local authority,E12000001,North East,E08000021,Newcastle upon Tyne,15-hour entitlement,3 and 4-year-olds,532,8.1
2020-01-01,Local authority,E12000001,North East,E08000021,Newcastle upon Tyne,30-hour entitlement,3-year-olds,37,3
2020-01-01,Local authority,E12000001,North East,E08000021,Newcastle upon Tyne,30-hour entitlement,4-year-olds,27,6
2020-01-01,Local authority,E12000001,North East,E08000021,Newcastle upon Tyne,30-hour entitlement,3 and 4-year-olds,64,3.8
2020-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,15-hour entitlement,3-year-olds,94,4.2
2020-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,15-hour entitlement,4-year-olds,248,10.9
2020-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,15-hour entitlement,3 and 4-year-olds,342,7.5
2020-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,30-hour entitlement,3-year-olds,30,2.7
2020-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,30-hour entitlement,4-year-olds,17,3.9
2020-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,30-hour entitlement,3 and 4-year-olds,47,3
2020-01-01,Local authority,E12000001,North East,E06000057,Northumberland,15-hour entitlement,3-year-olds,119,3.6
2020-01-01,Local authority,E12000001,North East,E06000057,Northumberland,15-hour entitlement,4-year-olds,350,10.5
2020-01-01,Local authority,E12000001,North East,E06000057,Northumberland,15-hour entitlement,3 and 4-year-olds,469,7.1
2020-01-01,Local authority,E12000001,North East,E06000057,Northumberland,30-hour entitlement,3-year-olds,17,1.2
