time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,pvi_provider_type_group,pvi_provider_type,number_providers,number_providers_graduate_staff,percentage_providers_graduate_staff,number_children,number_children_providers_graduate_staff,percentage_children_providers_graduate_staff
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,30-hour entitlement,Total,Total,147,42,29,1360,580,43
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,30-hour entitlement,Total,Total,114,21,18,674,137,20
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,30-hour entitlement,Total,Total,367,134,37,3389,1748,52
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,30-hour entitlement,Total,Total,101,23,23,784,284,36
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,30-hour entitlement,Total,Total,87,24,28,605,257,42
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,30-hour entitlement,Total,Total,124,74,60,1481,1075,73
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,30-hour entitlement,Total,Total,365,132,36,2593,1240,48
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,30-hour entitlement,Total,Total,239,103,43,2295,1408,61
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,30-hour entitlement,Total,Total,1010,245,24,9097,3661,40
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,30-hour entitlement,Total,Total,72,25,35,811,369,45
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,30-hour entitlement,Total,Total,857,319,37,7316,4284,59
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,30-hour entitlement,Total,Total,158,41,26,1338,587,44
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,30-hour entitlement,Total,Total,173,54,31,1447,616,43
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,30-hour entitlement,Total,Total,395,144,36,3124,1587,51
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,30-hour entitlement,Total,Total,122,46,38,1366,755,55
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,30-hour entitlement,Total,Total,69,21,30,700,353,50
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,30-hour entitlement,Total,Total,61,14,23,560,244,44
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,30-hour entitlement,Total,Total,147,57,39,1297,772,60
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,30-hour entitlement,Total,Total,752,264,35,5252,2800,53
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,30-hour entitlement,Total,Total,105,34,32,867,422,49
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,30-hour entitlement,Total,Total,536,192,36,4930,2662,54
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,30-hour entitlement,Total,Total,105,37,35,675,359,53
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,30-hour entitlement,Total,Total,108,42,39,791,452,57
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,30-hour entitlement,Total,Total,118,46,39,1169,660,56
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,30-hour entitlement,Total,Total,120,45,38,1236,652,53
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Total,Total,190,64,34,2421,1378,57
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,Total,Total,372,158,42,2838,1554,55
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,Total,Total,488,227,47,3718,2312,62
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,30-hour entitlement,Total,Total,249,102,41,2265,1234,54
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,30-hour entitlement,Total,Total,447,23,5,3917,209,5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,30-hour entitlement,Total,Total,1,0,0,1,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,30-hour entitlement,Total,Total,154,57,37,1352,790,58
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,30-hour entitlement,Total,Total,116,51,44,1329,954,72
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,30-hour entitlement,Total,Total,103,37,36,1060,606,57
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,30-hour entitlement,Total,Total,340,142,42,3200,1854,58
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,30-hour entitlement,Total,Total,208,71,34,2226,1318,59
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,30-hour entitlement,Total,Total,182,37,20,1253,489,39
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,30-hour entitlement,Total,Total,64,18,28,602,331,55
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,30-hour entitlement,Total,Total,394,156,40,3179,1839,58
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,30-hour entitlement,Total,Total,56,31,55,331,201,61
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,30-hour entitlement,Total,Total,3,0,0,8,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,30-hour entitlement,Total,Total,100,52,52,1282,566,44
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,30-hour entitlement,Total,Total,38,26,68,212,167,79
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,30-hour entitlement,Total,Total,82,40,49,606,321,53
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,30-hour entitlement,Total,Total,51,37,73,308,271,88
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,30-hour entitlement,Total,Total,25,17,68,73,47,64
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,30-hour entitlement,Total,Total,114,76,67,872,662,76
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,30-hour entitlement,Total,Total,141,60,43,1108,656,59
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,30-hour entitlement,Total,Total,85,22,26,691,167,24
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,30-hour entitlement,Total,Total,102,48,47,579,294,51
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,30-hour entitlement,Total,Total,52,29,56,300,216,72
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,30-hour entitlement,Total,Total,x,x,x,x,x,x
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,30-hour entitlement,Total,Total,34,18,53,163,104,64
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,30-hour entitlement,Total,Total,87,23,26,805,323,40
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,30-hour entitlement,Total,Total,147,87,59,1165,710,61
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,30-hour entitlement,Total,Total,191,42,22,1137,432,38
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,30-hour entitlement,Total,Total,109,58,53,900,557,62
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,30-hour entitlement,Total,Total,225,73,32,1716,837,49
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,30-hour entitlement,Total,Total,194,49,25,1553,605,39
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,30-hour entitlement,Total,Total,120,66,55,800,518,65
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,30-hour entitlement,Total,Total,146,56,38,1149,681,59
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,30-hour entitlement,Total,Total,147,44,30,999,422,42
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,30-hour entitlement,Total,Total,116,59,51,978,685,70
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,30-hour entitlement,Total,Total,145,32,22,1351,479,35
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,30-hour entitlement,Total,Total,134,50,37,987,505,51
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,30-hour entitlement,Total,Total,128,38,30,950,399,42
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,30-hour entitlement,Total,Total,86,34,40,677,426,63
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,30-hour entitlement,Total,Total,100,49,49,677,414,61
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,30-hour entitlement,Total,Total,129,50,39,1309,529,40
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,30-hour entitlement,Total,Total,111,47,42,690,375,54
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,30-hour entitlement,Total,Total,119,26,22,841,271,32
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,30-hour entitlement,Total,Total,113,48,42,1079,660,61
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Total,Total,32342,11803,36,672655,352177,52
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Total,18611,8734,47,577845,299023,52
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Day nurseries,10438,5561,53,366005,208024,57
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Playgroups and pre-schools,6765,2605,39,176415,72342,41
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Nurseries,504,278,55,15024,9132,61
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Other,Family/combined/integrated centres,8,5,63,252,206,82
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Sure start children's centres - main centre site,42,25,60,2180,1466,67
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Sure start children's centres - linked provider,359,124,35,10391,4147,40
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Other private or voluntary providers,495,136,27,7578,3706,49
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Independent schools,Independent schools,796,678,85,26419,22574,85
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Local authority day nurseries,Local authority day nurseries,411,213,52,15603,8194,53
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Other,Other,1172,688,59,28869,18669,65
2018,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Childminders,Childminders,11352,1490,13,23919,3717,16
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,15-hour entitlement,Total,Total,1091,444,41,20766,12809,62
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,15-hour entitlement,Total,Total,4133,1562,38,88274,51046,58
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,15-hour entitlement,Total,Total,3251,1091,34,60275,31606,52
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,15-hour entitlement,Total,Total,3003,924,31,59398,26776,45
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,15-hour entitlement,Total,Total,3277,1224,37,72241,36211,50
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,15-hour entitlement,Total,Total,3950,1205,31,83003,37551,45
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,15-hour entitlement,Total,Total,4185,1805,43,91516,49778,54
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,15-hour entitlement,Total,Total,5876,2219,38,130108,69445,53
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,15-hour entitlement,Total,Total,3576,1329,37,67074,36955,55
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,15-hour entitlement,Total,Total,1388,683,49,29057,17578,60
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,15-hour entitlement,Total,Total,2797,1122,40,62459,32200,52
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,15-hour entitlement,Total,Total,48,18,38,1120,724,65
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,15-hour entitlement,Total,Total,242,96,40,4882,3100,63
