time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,pvi_provider_type_group,pvi_provider_type,number_providers,number_providers_graduate_staff,percentage_providers_graduate_staff,number_children,number_children_providers_graduate_staff,percentage_children_providers_graduate_staff
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,15-hour entitlement,Total,Total,3289,1107,34,59895,31014,52
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,15-hour entitlement,Total,Total,3008,1037,34,58859,30302,51
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,15-hour entitlement,Total,Total,3124,1237,40,68822,36024,52
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,15-hour entitlement,Total,Total,4040,1233,31,81174,35990,44
2020,Reporting year,Regional,E92000001,England,E12000007,London,,,,15-hour entitlement,Total,Total,4590,2002,44,97482,54183,56
2020,Reporting year,Regional,E92000001,England,E12000008,South East,,,,15-hour entitlement,Total,Total,6090,2316,38,127211,68607,54
2020,Reporting year,Regional,E92000001,England,E12000009,South West,,,,15-hour entitlement,Total,Total,3346,1197,36,62664,33855,54
2020,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,15-hour entitlement,Total,Total,1572,798,51,32761,20105,61
2020,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,15-hour entitlement,Total,Total,3018,1204,40,64721,34078,53
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,15-hour entitlement,Total,Total,52,21,40,1072,784,73
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,15-hour entitlement,Total,Total,241,98,41,4790,3095,65
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,15-hour entitlement,Total,Total,75,35,47,2156,1339,62
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,15-hour entitlement,Total,Total,41,8,20,400,116,29
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,15-hour entitlement,Total,Total,70,3,4,1187,117,10
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,15-hour entitlement,Total,Total,143,64,45,3116,1940,62
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,15-hour entitlement,Total,Total,102,42,41,1669,1061,64
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,15-hour entitlement,Total,Total,195,90,46,2836,1791,63
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,15-hour entitlement,Total,Total,79,25,32,577,331,57
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,15-hour entitlement,Total,Total,61,20,33,1250,779,62
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,15-hour entitlement,Total,Total,99,26,26,1432,639,45
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,15-hour entitlement,Total,Total,83,37,45,1526,1191,78
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,15-hour entitlement,Total,Total,99,38,38,2457,1525,62
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,15-hour entitlement,Total,Total,78,28,36,1829,932,51
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,15-hour entitlement,Total,Total,146,58,40,3243,2023,62
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,15-hour entitlement,Total,Total,132,56,42,2444,1500,61
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,15-hour entitlement,Total,Total,238,122,51,4916,3476,71
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,15-hour entitlement,Total,Total,208,101,49,4443,3066,69
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,15-hour entitlement,Total,Total,211,76,36,3989,2005,50
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,15-hour entitlement,Total,Total,83,12,14,1900,468,25
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,15-hour entitlement,Total,Total,71,31,44,1677,1118,67
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,15-hour entitlement,Total,Total,810,340,42,15856,10061,63
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,15-hour entitlement,Total,Total,221,99,45,5053,3332,66
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,15-hour entitlement,Total,Total,268,81,30,5499,2582,47
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,15-hour entitlement,Total,Total,133,34,26,3360,1267,38
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,15-hour entitlement,Total,Total,159,45,28,3052,1349,44
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,15-hour entitlement,Total,Total,175,52,30,3532,1841,52
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,15-hour entitlement,Total,Total,108,50,46,2730,1828,67
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,15-hour entitlement,Total,Total,91,38,42,2041,1171,57
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,15-hour entitlement,Total,Total,217,82,38,3337,2263,68
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,15-hour entitlement,Total,Total,150,34,23,2859,1355,47
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,15-hour entitlement,Total,Total,179,86,48,2941,2118,72
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,15-hour entitlement,Total,Total,138,58,42,2601,1670,64
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,15-hour entitlement,Total,Total,168,49,29,3880,1833,47
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,15-hour entitlement,Total,Total,165,70,42,3589,2317,65
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,15-hour entitlement,Total,Total,135,46,34,2610,1170,45
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,15-hour entitlement,Total,Total,335,93,28,5865,2143,37
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,15-hour entitlement,Total,Total,159,66,42,2768,1706,62
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,15-hour entitlement,Total,Total,214,77,36,2942,1721,58
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,15-hour entitlement,Total,Total,213,81,38,3452,1885,55
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",15-hour entitlement,Total,Total,101,22,22,2815,777,28
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,15-hour entitlement,Total,Total,310,108,35,5823,3197,55
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,15-hour entitlement,Total,Total,474,166,35,9447,5036,53
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,15-hour entitlement,Total,Total,78,23,29,1793,969,54
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,15-hour entitlement,Total,Total,102,20,20,1980,709,36
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,15-hour entitlement,Total,Total,413,140,34,6714,3588,53
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,15-hour entitlement,Total,Total,148,28,19,2406,1044,43
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,15-hour entitlement,Total,Total,253,101,40,6226,4024,65
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,15-hour entitlement,Total,Total,196,71,36,2855,1586,56
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,15-hour entitlement,Total,Total,158,65,41,2199,1459,66
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,15-hour entitlement,Total,Total,132,51,39,2979,1476,50
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,15-hour entitlement,Total,Total,440,124,28,8032,3200,40
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,15-hour entitlement,Total,Total,161,64,40,4596,2467,54
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,15-hour entitlement,Total,Total,545,205,38,10685,6022,56
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,15-hour entitlement,Total,Total,525,189,36,10121,5133,51
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,15-hour entitlement,Total,Total,562,204,36,10436,6339,61
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,15-hour entitlement,Total,Total,133,58,44,3177,1655,52
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,15-hour entitlement,Total,Total,480,134,28,8357,3808,46
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,15-hour entitlement,Total,Total,30,8,27,476,202,42
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,15-hour entitlement,Total,Total,548,198,36,14871,7345,49
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,15-hour entitlement,Total,Total,196,53,27,3763,1565,42
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,15-hour entitlement,Total,Total,161,33,20,3820,1107,29
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",15-hour entitlement,Total,Total,111,62,56,2234,1713,77
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,15-hour entitlement,Total,Total,143,43,30,3956,1214,31
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,15-hour entitlement,Total,Total,x,x,x,x,x,x
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,15-hour entitlement,Total,Total,151,51,34,2193,1131,52
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,15-hour entitlement,Total,Total,679,333,49,13838,8606,62
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,15-hour entitlement,Total,Total,102,30,29,2332,1034,44
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,15-hour entitlement,Total,Total,109,24,22,2117,839,40
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,15-hour entitlement,Total,Total,97,36,37,1950,878,45
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,15-hour entitlement,Total,Total,352,157,45,7944,4683,59
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,15-hour entitlement,Total,Total,71,24,34,1973,1048,53
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,15-hour entitlement,Total,Total,404,193,48,7831,4861,62
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,15-hour entitlement,Total,Total,100,28,28,2075,972,47
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,15-hour entitlement,Total,Total,498,33,7,8750,1086,12
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,15-hour entitlement,Total,Total,195,56,29,2508,1363,54
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,15-hour entitlement,Total,Total,994,342,34,22152,10675,48
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,15-hour entitlement,Total,Total,787,300,38,12546,6817,54
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,15-hour entitlement,Total,Total,114,36,32,3537,1706,48
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,15-hour entitlement,Total,Total,527,166,31,10784,4983,46
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,15-hour entitlement,Total,Total,177,50,28,4288,1656,39
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,15-hour entitlement,Total,Total,131,32,24,2528,962,38
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,15-hour entitlement,Total,Total,406,161,40,9456,4878,52
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,15-hour entitlement,Total,Total,111,29,26,2550,892,35
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,15-hour entitlement,Total,Total,97,24,25,1318,615,47
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,15-hour entitlement,Total,Total,137,82,60,3630,2748,76
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,15-hour entitlement,Total,Total,385,113,29,6917,2753,40
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,15-hour entitlement,Total,Total,268,125,47,6946,3929,57
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,15-hour entitlement,Total,Total,1083,346,32,21339,9978,47
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,15-hour entitlement,Total,Total,71,23,32,1872,816,44
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,15-hour entitlement,Total,Total,999,436,44,23722,14085,59
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,15-hour entitlement,Total,Total,166,45,27,3805,1615,42
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,15-hour entitlement,Total,Total,191,67,35,4170,2034,49
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,15-hour entitlement,Total,Total,433,170,39,7666,4006,52
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,15-hour entitlement,Total,Total,139,47,34,3402,1550,46
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,15-hour entitlement,Total,Total,84,26,31,1897,844,44
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,15-hour entitlement,Total,Total,66,16,24,1615,638,40
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,15-hour entitlement,Total,Total,162,65,40,3834,2581,67
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,15-hour entitlement,Total,Total,870,344,40,16273,9361,58
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,15-hour entitlement,Total,Total,111,44,40,1961,1209,62
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,15-hour entitlement,Total,Total,605,235,39,12866,7016,55
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,15-hour entitlement,Total,Total,111,51,46,1692,1141,67
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,15-hour entitlement,Total,Total,112,57,51,2286,1688,74
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,15-hour entitlement,Total,Total,124,54,44,2509,1523,61
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",15-hour entitlement,Total,Total,266,95,36,5697,2899,51
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",15-hour entitlement,Total,Total,241,71,29,4790,2487,52
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,15-hour entitlement,Total,Total,388,156,40,6600,3670,56
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,15-hour entitlement,Total,Total,522,190,36,8618,4990,58
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,15-hour entitlement,Total,Total,240,83,35,4494,2236,50
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,15-hour entitlement,Total,Total,x,x,x,x,x,x
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,15-hour entitlement,Total,Total,2,1,50,14,11,79
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,15-hour entitlement,Total,Total,164,54,33,2965,1434,48
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,15-hour entitlement,Total,Total,125,50,40,3296,1939,59
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,15-hour entitlement,Total,Total,389,154,40,7325,4098,56
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,15-hour entitlement,Total,Total,215,74,34,4804,2470,51
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,15-hour entitlement,Total,Total,188,38,20,2935,1410,48
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,15-hour entitlement,Total,Total,75,20,27,1250,726,58
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,15-hour entitlement,Total,Total,407,157,39,7367,3962,54
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,15-hour entitlement,Total,Total,92,54,59,2015,1437,71
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,15-hour entitlement,Total,Total,5,1,20,60,10,17
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,15-hour entitlement,Total,Total,163,57,35,4525,1933,43
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,15-hour entitlement,Total,Total,88,49,56,1695,1238,73
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,15-hour entitlement,Total,Total,115,54,47,2256,1345,60
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,15-hour entitlement,Total,Total,107,56,52,1771,1431,81
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,15-hour entitlement,Total,Total,66,48,73,1530,1283,84
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,15-hour entitlement,Total,Total,144,93,65,2705,1894,70
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,15-hour entitlement,Total,Total,187,77,41,3351,1685,50
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,15-hour entitlement,Total,Total,114,21,18,2672,673,25
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,15-hour entitlement,Total,Total,129,70,54,2586,1629,63
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,15-hour entitlement,Total,Total,94,44,47,2200,1405,64
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,15-hour entitlement,Total,Total,191,129,68,4019,3273,81
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,15-hour entitlement,Total,Total,77,45,58,1376,869,63
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,15-hour entitlement,Total,Total,90,28,31,3743,1490,40
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,15-hour entitlement,Total,Total,198,110,56,3757,2186,58
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,15-hour entitlement,Total,Total,188,51,27,3103,1513,49
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,15-hour entitlement,Total,Total,151,60,40,3497,1782,51
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,15-hour entitlement,Total,Total,265,102,38,6017,3182,53
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,15-hour entitlement,Total,Total,227,72,32,5342,2525,47
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,15-hour entitlement,Total,Total,165,85,52,3503,2109,60
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,15-hour entitlement,Total,Total,177,70,40,3967,2078,52
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,15-hour entitlement,Total,Total,182,63,35,2804,1485,53
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,15-hour entitlement,Total,Total,147,74,50,3564,2412,68
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,15-hour entitlement,Total,Total,172,31,18,3890,1024,26
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,15-hour entitlement,Total,Total,154,55,36,2943,1741,59
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,15-hour entitlement,Total,Total,143,60,42,3180,1711,54
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,15-hour entitlement,Total,Total,97,48,49,1812,1274,70
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,15-hour entitlement,Total,Total,121,72,60,1849,1335,72
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,15-hour entitlement,Total,Total,157,59,38,4143,1586,38
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,15-hour entitlement,Total,Total,152,83,55,2984,2097,70
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,15-hour entitlement,Total,Total,119,34,29,2095,963,46
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,15-hour entitlement,Total,Total,113,47,42,2528,1585,63
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Total,Total,30424,10963,36,267580,144234,54
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Total,16718,8169,49,226522,128227,57
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Early years childcare providers,15477,7694,50,213712,121924,57
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Sure start children's centres,269,109,41,2734,1290,47
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Other private or voluntary providers,972,366,38,10076,5013,50
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Independent schools,Independent schools,374,316,84,4836,3735,77
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Local authority day nurseries,Local authority day nurseries,247,140,57,3073,1779,58
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Other,Other,680,394,58,6975,4549,65
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,State-funded governor-run,State-funded governor-run,352,238,68,3324,2278,69
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Childminders,Childminders,12053,1706,14,22850,3666,16
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,Total,Total,1316,466,35,10735,6331,59
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,Total,Total,3904,1546,40,39696,24484,62
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,Total,Total,3121,1047,34,27006,14407,53
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,Total,Total,2842,955,34,25898,13556,52
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,Total,Total,2808,1106,39,27589,14992,54
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,Total,Total,3904,1136,29,30719,13703,45
2020,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,Total,Total,3812,1583,42,28718,15138,53
2020,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,Total,Total,5654,2004,35,48779,25881,53
2020,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,Total,Total,3063,1120,37,28440,15742,55
2020,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,Total,Total,1110,591,53,7752,4434,57
2020,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,Total,Total,2702,992,37,20966,10704,51
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,Total,Total,56,24,43,561,398,71
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,Total,Total,246,90,37,2101,1402,67
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,Total,Total,75,33,44,1056,682,65
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,Total,Total,48,9,19,232,58,25
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,Total,Total,77,3,4,497,39,8
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,Total,Total,121,58,48,1174,709,60
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,Total,Total,123,43,35,1169,730,62
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,Total,Total,176,84,48,1333,883,66
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,Total,Total,104,32,31,521,250,48
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,Total,Total,57,18,32,484,330,68
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,Total,Total,132,33,25,866,367,42
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,Total,Total,101,39,39,741,483,65
